Timestamp,JCK-Floor 36-Focus Group 3631-temp,JCK-Floor 35-Focus Group 3515-humidity,JCK-Floor 33-Open Office 3369-pm25,JCK-Floor 35-IT 3544-co2,JCK-Floor 33-Open Office 3303-pm25,JCK-Floor 33-Open Office 3303-tvoc,JCK-Floor 35-Focus Group 3531-temp,JCK-Floor 36-Open Office 3651-pm25,JCK-Floor 36-Open Office 3651-temp,JCK-Floor 35-IT 3544-pm25,JCK-Floor 36-Open Office 3669-co2,JCK-Floor 33-Focus Group 3331-tvoc,JCK-Floor 35-Hub 3556-pm25,JCK-Floor 35-Focus Group 3531-humidity,JCK-Floor 35-Focus Group 3515-temp,JCK-Floor 36-Open Office 3669-tvoc,JCK-Floor 35-Focus Group 3531-co2,JCK-Floor 33-Open Office 3303-temp,JCK-Floor 33-Focus Group 3331-pm25,JCK-Floor 35-Focus Group 3515-co2,JCK-Floor 35-IT 3544-tvoc,JCK-Floor 36-Open Office 3669-pm25,JCK-Floor 33-Open Office 3369-tvoc,JCK-Floor 36-Focus Group 3631-tvoc,JCK-Floor 33-Focus Group 3331-temp,JCK-Floor 35-Focus Group 3531-pm25,JCK-Floor 36-Focus Group 3615-co2,JCK-Floor 36-Open Office 3651-co2,JCK-Floor 35-IT 3544-temp,JCK-Floor 36-Focus Group 3615-humidity,JCK-Floor 33-Open Office 3369-temp,JCK-Floor 35-Hub 3556-co2,JCK-Floor 35-Hub 3556-tvoc,JCK-Floor 35-IT 3544-humidity,JCK-Floor 33-Focus Group 3331-co2,JCK-Floor 33-Open Office 3351-pm25,JCK-Floor 35-Focus Group 3515-pm25,JCK-Floor 35-Hub 3556-humidity,JCK-Floor 33-Open Office 3351-co2,JCK-Floor 35-Focus Group 3531-tvoc,JCK-Floor 36-Open Office 3669-humidity,JCK-Floor 33-Open Office 3351-humidity,JCK-Floor 36-Focus Group 3631-co2,JCK-Floor 33-Open Office 3369-humidity,JCK-Floor 33-Open Office 3369-co2,JCK-Floor 36-Open Office 3651-tvoc,JCK-Floor 33-Focus Group 3331-humidity,JCK-Floor 36-Focus Group 3615-pm25,JCK-Floor 36-Focus Group 3615-tvoc,JCK-Floor 33-Open Office 3303-co2,JCK-Floor 36-Focus Group 3631-humidity,JCK-Floor 33-Open Office 3303-humidity,JCK-Floor 36-Focus Group 3631-pm25,JCK-Floor 33-Open Office 3351-tvoc,JCK-Floor 36-Focus Group 3615-temp,JCK-Floor 35-Focus Group 3515-tvoc,JCK-Floor 36-Open Office 3651-humidity,JCK-Floor 36-Open Office 3669-temp,JCK-Floor 35-Hub 3556-temp
2019-01-03T06:46:00-06:00 Chicago,21.600000381469727°C,26.1200008392334%RH,0.8999999761581421ppb,426ppm,0ppb,0.06599999964237213ppb,23.600000381469727°C,0ppb,24.280000686645508°C,0ppb,423ppm,0.0689999982714653ppb,0ppb,25.829999923706055%RH,23.170000076293945°C,0.08399999886751175ppb,430ppm,20.75°C,9.5ppb,405ppm,0.20000000298023224ppb,0ppb,0.13199999928474426ppb,0.06199999898672104ppb,21.770000457763672°C,0.30000001192092896ppb,2170ppm,430ppm,22.459999084472656°C,29.34000015258789%RH,21.25°C,423ppm,0.15000000596046448ppb,27.6299991607666%RH,407ppm,"",0.5ppb,26.209999084472656%RH,"",0.07100000232458115ppb,27.829999923706055%RH,"",421ppm,27.020000457763672%RH,432ppm,0.125ppb,28.350000381469727%RH,10.100000381469727ppb,0.07000000029802322ppb,423ppm,27.770000457763672%RH,29.079999923706055%RH,4.5ppb,"",19.920000076293945°C,0.05999999865889549ppb,25.670000076293945%RH,22.709999084472656°C,22.90999984741211°C
2019-01-03T06:47:00-06:00 Chicago,21.610000610351562°C,26.1200008392334%RH,0.6000000238418579ppb,429ppm,0ppb,0.06599999964237213ppb,23.56999969482422°C,0ppb,24.270000457763672°C,0ppb,423ppm,0.0689999982714653ppb,0ppb,25.860000610351562%RH,23.15999984741211°C,0.08399999886751175ppb,433ppm,20.760000228881836°C,9.5ppb,407ppm,0.2029999941587448ppb,0ppb,0.1289999932050705ppb,0.06199999898672104ppb,21.770000457763672°C,0.30000001192092896ppb,2171ppm,432ppm,22.469999313354492°C,29.450000762939453%RH,21.25°C,425ppm,0.1459999978542328ppb,27.670000076293945%RH,407ppm,"",0ppb,26.280000686645508%RH,"",0.07100000232458115ppb,27.829999923706055%RH,"",422ppm,27.020000457763672%RH,432ppm,0.125ppb,28.350000381469727%RH,9.5ppb,0.07199999690055847ppb,425ppm,27.770000457763672%RH,29.1299991607666%RH,4.699999809265137ppb,"",19.93000030517578°C,0.05999999865889549ppb,25.739999771118164%RH,22.709999084472656°C,22.90999984741211°C
2019-01-03T06:48:00-06:00 Chicago,21.610000610351562°C,26.139999389648438%RH,0.6000000238418579ppb,428ppm,0ppb,0.06599999964237213ppb,23.600000381469727°C,0ppb,24.280000686645508°C,0ppb,424ppm,0.0689999982714653ppb,0ppb,25.81999969482422%RH,23.190000534057617°C,0.08399999886751175ppb,430ppm,20.760000228881836°C,9.849999904632568ppb,408ppm,0.19599999487400055ppb,0ppb,0.12800000607967377ppb,0.06199999898672104ppb,21.770000457763672°C,0.10000000149011612ppb,2172ppm,434ppm,22.459999084472656°C,29.420000076293945%RH,21.239999771118164°C,425ppm,0.15299999713897705ppb,27.610000610351562%RH,408ppm,"",0ppb,26.15999984741211%RH,"",0.07100000232458115ppb,27.850000381469727%RH,"",423ppm,26.989999771118164%RH,432ppm,0.125ppb,28.350000381469727%RH,9.399999618530273ppb,0.07199999690055847ppb,425ppm,27.770000457763672%RH,29.079999923706055%RH,4.300000190734863ppb,"",19.93000030517578°C,0.06400000303983688ppb,25.719999313354492%RH,22.714999198913574°C,22.8799991607666°C
2019-01-03T06:49:00-06:00 Chicago,21.610000610351562°C,26.1200008392334%RH,0.800000011920929ppb,426ppm,0ppb,0.06599999964237213ppb,23.600000381469727°C,0ppb,24.270000457763672°C,0ppb,425ppm,0.0689999982714653ppb,0ppb,25.850000381469727%RH,23.170000076293945°C,0.08399999886751175ppb,430ppm,20.760000228881836°C,10.199999809265137ppb,407ppm,0.20000000298023224ppb,0ppb,0.12700000405311584ppb,0.06199999898672104ppb,21.770000457763672°C,0.30000001192092896ppb,2172ppm,431ppm,22.459999084472656°C,29.3799991607666%RH,21.25°C,426ppm,0.15000000596046448ppb,27.6299991607666%RH,409ppm,"",0ppb,26.190000534057617%RH,"",0.07100000232458115ppb,27.8700008392334%RH,"",424ppm,27.020000457763672%RH,432ppm,0.125ppb,28.350000381469727%RH,9ppb,0.0689999982714653ppb,425ppm,27.770000457763672%RH,29.1299991607666%RH,4.800000190734863ppb,"",19.950000762939453°C,0.07100000232458115ppb,25.700000762939453%RH,22.719999313354492°C,22.90999984741211°C
2019-01-03T06:50:00-06:00 Chicago,21.610000610351562°C,26.149999618530273%RH,0.800000011920929ppb,425ppm,0ppb,0.06599999964237213ppb,23.600000381469727°C,0ppb,24.270000457763672°C,0ppb,424ppm,0.0689999982714653ppb,0ppb,25.850000381469727%RH,23.190000534057617°C,0.08399999886751175ppb,430ppm,20.760000228881836°C,10.199999809265137ppb,409ppm,0.19599999487400055ppb,0ppb,0.125ppb,0.06199999898672104ppb,21.770000457763672°C,0.30000001192092896ppb,2172ppm,432ppm,22.459999084472656°C,29.3799991607666%RH,21.25°C,426ppm,0.15000000596046448ppb,27.610000610351562%RH,409ppm,"",0ppb,26.190000534057617%RH,"",0.07100000232458115ppb,27.8700008392334%RH,"",424ppm,27.020000457763672%RH,432ppm,0.12800000607967377ppb,28.350000381469727%RH,9ppb,0.0689999982714653ppb,425ppm,27.770000457763672%RH,29.1299991607666%RH,4.5ppb,"",19.950000762939453°C,0.07100000232458115ppb,25.670000076293945%RH,22.709999084472656°C,22.90999984741211°C
2019-01-03T06:51:00-06:00 Chicago,21.610000610351562°C,26.149999618530273%RH,0.800000011920929ppb,425ppm,0ppb,0.06599999964237213ppb,23.603333791097004°C,0ppb,24.270000457763672°C,0ppb,424ppm,0.0689999982714653ppb,0ppb,25.853333791097004%RH,23.190000534057617°C,0.08399999886751175ppb,432ppm,20.760000228881836°C,9.966666539510092ppb,409ppm,0.19599999487400055ppb,0ppb,0.125ppb,0.06199999898672104ppb,21.770000457763672°C,0.30000001192092896ppb,2173.3333333333335ppm,432ppm,22.459999084472656°C,29.40333302815755%RH,21.25°C,425.6666666666667ppm,0.15000000596046448ppb,27.610000610351562%RH,410ppm,"",0ppb,26.203333536783855%RH,"",0.07100000232458115ppb,27.8700008392334%RH,"",424ppm,27.020000457763672%RH,432ppm,0.12800000607967377ppb,28.350000381469727%RH,9.166666666666666ppb,0.07066666583220164ppb,424.3333333333333ppm,27.770000457763672%RH,29.1299991607666%RH,4.5ppb,"",19.956666946411133°C,0.07100000232458115ppb,25.670000076293945%RH,22.709999084472656°C,22.920000076293945°C
2019-01-03T06:52:00-06:00 Chicago,21.630000114440918°C,26.164999961853027%RH,0.800000011920929ppb,428ppm,0ppb,0.06599999964237213ppb,23.60666720072428°C,0ppb,24.270000457763672°C,0ppb,425ppm,0.0689999982714653ppb,0ppb,25.85666720072428%RH,23.170000076293945°C,0.08399999886751175ppb,434ppm,20.760000228881836°C,9.733333269755045ppb,408ppm,0.1979999989271164ppb,0ppb,0.12449999898672104ppb,0.06199999898672104ppb,21.770000457763672°C,0.30000001192092896ppb,2174.666666666667ppm,433ppm,22.459999084472656°C,29.4266668955485%RH,21.255000114440918°C,425.33333333333337ppm,0.15000000596046448ppb,27.655000686645508%RH,411ppm,"",0ppb,26.216666539510094%RH,"",0.07100000232458115ppb,27.835000038146973%RH,"",425ppm,27.020000457763672%RH,433.5ppm,0.12650000303983688ppb,28.350000381469727%RH,9.333333333333332ppb,0.07233333339293799ppb,423.66666666666663ppm,27.789999961853027%RH,29.1299991607666%RH,4.75ppb,"",19.963333129882812°C,0.07300000265240669ppb,25.6850004196167%RH,22.719999313354492°C,22.93000030517578°C
2019-01-03T06:53:00-06:00 Chicago,21.649999618530273°C,26.18000030517578%RH,0.800000011920929ppb,431ppm,0ppb,0.06599999964237213ppb,23.610000610351562°C,0ppb,24.270000457763672°C,0ppb,426ppm,0.0689999982714653ppb,0ppb,25.860000610351562%RH,23.149999618530273°C,0.08399999886751175ppb,436ppm,20.760000228881836°C,9.5ppb,407ppm,0.20000000298023224ppb,0ppb,0.12399999797344208ppb,0.06199999898672104ppb,21.770000457763672°C,0.30000001192092896ppb,2176ppm,434ppm,22.459999084472656°C,29.450000762939453%RH,21.260000228881836°C,425ppm,0.15000000596046448ppb,27.700000762939453%RH,412ppm,"",0ppb,26.229999542236328%RH,"",0.07100000232458115ppb,27.799999237060547%RH,"",426ppm,27.020000457763672%RH,435ppm,0.125ppb,28.350000381469727%RH,9.5ppb,0.07400000095367432ppb,423ppm,27.809999465942383%RH,29.1299991607666%RH,5ppb,"",19.969999313354492°C,0.07500000298023224ppb,25.700000762939453%RH,22.729999542236328°C,22.940000534057617°C
2019-01-03T06:54:00-06:00 Chicago,21.649999618530273°C,26.18000030517578%RH,0.8999999761581421ppb,432ppm,0ppb,0.06599999964237213ppb,23.600000381469727°C,0ppb,24.270000457763672°C,0ppb,425ppm,0.0689999982714653ppb,0ppb,25.829999923706055%RH,23.15999984741211°C,0.08399999886751175ppb,438ppm,20.760000228881836°C,9.199999809265137ppb,411ppm,0.19599999487400055ppb,0ppb,0.12600000202655792ppb,0.06199999898672104ppb,21.770000457763672°C,0.4000000059604645ppb,2176ppm,435ppm,22.459999084472656°C,29.540000915527344%RH,21.25°C,424ppm,0.15000000596046448ppb,27.649999618530273%RH,410ppm,"",0ppb,26.209999084472656%RH,"",0.07100000232458115ppb,27.829999923706055%RH,"",428ppm,27.020000457763672%RH,436ppm,0.125ppb,28.350000381469727%RH,9.899999618530273ppb,0.07500000298023224ppb,423ppm,27.809999465942383%RH,29.170000076293945%RH,4.699999809265137ppb,"",19.969999313354492°C,0.07800000160932541ppb,25.68000030517578%RH,22.729999542236328°C,22.90999984741211°C
2019-01-03T06:55:00-06:00 Chicago,21.65999984741211°C,26.18000030517578%RH,0.800000011920929ppb,436ppm,0ppb,0.06599999964237213ppb,23.600000381469727°C,0ppb,24.280000686645508°C,0ppb,425ppm,0.0689999982714653ppb,0ppb,25.860000610351562%RH,23.190000534057617°C,0.08399999886751175ppb,437ppm,20.760000228881836°C,9.699999809265137ppb,422ppm,0.19599999487400055ppb,0ppb,0.125ppb,0.06199999898672104ppb,21.790000915527344°C,0.4000000059604645ppb,2176ppm,437ppm,22.479999542236328°C,29.540000915527344%RH,21.229999542236328°C,423ppm,0.15000000596046448ppb,27.649999618530273%RH,410ppm,"",0ppb,26.18000030517578%RH,"",0.07500000298023224ppb,27.799999237060547%RH,"",430ppm,27.020000457763672%RH,435ppm,0.125ppb,28.350000381469727%RH,9.899999618530273ppb,0.07500000298023224ppb,423ppm,27.809999465942383%RH,29.1299991607666%RH,4.5ppb,"",19.969999313354492°C,0.07800000160932541ppb,25.700000762939453%RH,22.739999771118164°C,22.90999984741211°C
2019-01-03T06:56:00-06:00 Chicago,21.65999984741211°C,26.219999313354492%RH,0.699999988079071ppb,437ppm,0ppb,0.06599999964237213ppb,23.610000610351562°C,0ppb,24.270000457763672°C,0ppb,425ppm,0.0689999982714653ppb,0ppb,25.889999389648438%RH,23.200000762939453°C,0.08399999886751175ppb,438ppm,20.760000228881836°C,9.5ppb,416ppm,0.20000000298023224ppb,0ppb,0.12200000137090683ppb,0.06199999898672104ppb,21.790000915527344°C,0ppb,2176ppm,435ppm,22.469999313354492°C,29.540000915527344%RH,21.219999313354492°C,423ppm,0.15000000596046448ppb,27.68000030517578%RH,410ppm,"",0ppb,26.190000534057617%RH,"",0.07100000232458115ppb,27.829999923706055%RH,"",430ppm,27.020000457763672%RH,435ppm,0.125ppb,28.350000381469727%RH,9.549999713897705ppb,0.0755000002682209ppb,423ppm,27.809999465942383%RH,29.170000076293945%RH,4.599999904632568ppb,"",19.979999542236328°C,0.07800000160932541ppb,25.68000030517578%RH,22.739999771118164°C,22.90999984741211°C
2019-01-03T06:57:00-06:00 Chicago,21.670000076293945°C,26.200000762939453%RH,0.699999988079071ppb,436ppm,0ppb,0.06599999964237213ppb,23.600000381469727°C,0ppb,24.299999237060547°C,0ppb,425ppm,0.0689999982714653ppb,0ppb,25.889999389648438%RH,23.190000534057617°C,0.08399999886751175ppb,438ppm,20.760000228881836°C,9.699999809265137ppb,415ppm,0.19599999487400055ppb,0ppb,0.11999999731779099ppb,0.06199999898672104ppb,21.790000915527344°C,0.20000000298023224ppb,2176ppm,432ppm,22.479999542236328°C,29.540000915527344%RH,21.219999313354492°C,424ppm,0.15000000596046448ppb,27.649999618530273%RH,413ppm,"",0ppb,26.209999084472656%RH,"",0.07800000160932541ppb,27.829999923706055%RH,"",431ppm,27.059999465942383%RH,434ppm,0.125ppb,28.350000381469727%RH,9.199999809265137ppb,0.07599999755620956ppb,423ppm,27.809999465942383%RH,29.1299991607666%RH,4.5ppb,"",19.989999771118164°C,0.07800000160932541ppb,25.75%RH,22.729999542236328°C,22.93000030517578°C
2019-01-03T06:58:00-06:00 Chicago,21.670000076293945°C,26.200000762939453%RH,0.6000000238418579ppb,434ppm,0ppb,0.06599999964237213ppb,23.610000610351562°C,0ppb,24.270000457763672°C,0ppb,425ppm,0.0689999982714653ppb,0ppb,25.850000381469727%RH,23.200000762939453°C,0.08399999886751175ppb,441ppm,20.760000228881836°C,9.199999809265137ppb,418ppm,0.19599999487400055ppb,0ppb,0.12200000137090683ppb,0.06199999898672104ppb,21.799999237060547°C,0.10000000149011612ppb,2177ppm,435ppm,22.459999084472656°C,29.579999923706055%RH,21.219999313354492°C,425ppm,0.15000000596046448ppb,27.68000030517578%RH,413ppm,"",0ppb,26.239999771118164%RH,"",0.07800000160932541ppb,27.8700008392334%RH,"",433ppm,27.100000381469727%RH,437ppm,0.125ppb,28.389999389648438%RH,9.5ppb,0.07400000095367432ppb,424ppm,27.809999465942383%RH,29.1299991607666%RH,4ppb,"",19.979999542236328°C,0.07800000160932541ppb,25.700000762939453%RH,22.700000762939453°C,22.940000534057617°C
2019-01-03T06:59:00-06:00 Chicago,21.670000076293945°C,26.139999389648438%RH,0.800000011920929ppb,435ppm,0.10000000149011612ppb,0.06599999964237213ppb,23.6200008392334°C,0ppb,24.270000457763672°C,0ppb,424ppm,0.0689999982714653ppb,0ppb,25.90999984741211%RH,23.200000762939453°C,0.08399999886751175ppb,439ppm,20.770000457763672°C,10.100000381469727ppb,419ppm,0.19599999487400055ppb,0ppb,0.12300000339746475ppb,0.06199999898672104ppb,21.770000457763672°C,0ppb,2177ppm,432ppm,22.459999084472656°C,29.579999923706055%RH,21.219999313354492°C,426ppm,0.15000000596046448ppb,27.6299991607666%RH,412ppm,"",0ppb,26.209999084472656%RH,"",0.07800000160932541ppb,27.8700008392334%RH,"",433ppm,27.100000381469727%RH,438ppm,0.125ppb,28.389999389648438%RH,9.300000190734863ppb,0.07599999755620956ppb,424ppm,27.809999465942383%RH,29.1299991607666%RH,4.5ppb,"",19.989999771118164°C,0.0820000022649765ppb,25.670000076293945%RH,22.719999313354492°C,22.90999984741211°C
